Nom;Catégorie; Energie;Sodium; Magnésium;Phosphore; Potassium; Calcium; Manganèse; Fer; Cuivre; Zinc; Iode; Protéines; Glucides; Amidon;Fibres; Eau; Lipides
Saucisse alsacienne fumée ou Gendarme;Viande;1460;1100;21,3;202;283;18,3;0,1;2,2;0,1;1,5;2;21;3,31;0;0;44,1;28,2
Saucisse cocktail;Viande;1240;828;15,4;153;219;33,7;0,04;0,853;0,06;1,14;145;12,7;1,35;0;0;56,8;27
Saucisse de Francfort;Viande;1210;974;11;189;152;31,5;0,04;2,1;0,06;1,38;14;12,1;1,15;0,999;0;56,7;26,7
Saucisse de Montbéliard;Viande;1340;931;26,8;146;311;29,9;0,1;0,5;0,1;2;29,7;15,7;0,7;0;0;50,5;28,8
Saucisse de Morteau, cuite à l'eau;Viande;1380;809;15;126;230;8,4;0,1;0,8;0,1;1,9;9;15,2;0;0;0;51,7;30,2
Saucisse de Strasbourg;Viande;1190;834;13,1;173;192;25;0,04;1,1;0,0643;1,14;7;12,5;1;0;0;57;25,9
Saucisse de Toulouse, cuite;Viande;1290;686;18,2;141;650;11,5;0,1;0,9;0,1;2,2;8;18,8;1;0;0;54,9;25,7
Saucisson à l'ail;Viande;1190;1300;9;174;230;9;0;2,3;0;0;7;14,6;0,7;0;0;54,8;25
Saucisson sec;Viande;1700;1890;31,7;235;529;14,6;0,111;1,28;0,0987;2,79;7;26,5;1,23;0;0;30,1;33,2
Saucisson sec pur porc;Viande;1660;5000;26,7;243;525;22,2;0,2;2;0,4;3,6;4,1;26,2;0,1;0;0;35;32,9
Terrine de canard;Viande;1280;615;10,1;178;166;40,4;0,1;3,1;0,4;2,8;11,2;15,2;3,53;0;0;52,8;26,1
Viande des Grisons;Viande;849;1580;46,6;278;660;30,8;0,1;1,8;0,15;5,9;53,8;37,4;0,62;0;0;53,5;5,47
Barre à la noix de coco, enrobée de chocolat;Sucre;2030;96,7;42,7;131;144;81,4;0,6;2,06;0,3;0,916;6,21;3,99;60,3;1,43;1,59;8,2;24,7
Barre chocolatée aux fruits secs;Sucre;2080;190;13,6;198;47,3;125;0;54,4;0,4;0,64;4,96;7,71;61,3;4,49;1,22;4,44;24
Barre chocolatée biscuitée;Sucre;2040;233;40,2;197;120;98,6;0,299;1,87;0,184;1,14;5,84;6,3;62,2;12,3;2,8;4,55;23,1
Barre chocolatée non biscuitée enrobée;Sucre;1960;189;32,6;155;42;109;0,132;3,59;0,152;0,718;6,58;4,55;65,6;1,93;1,24;7,03;20,3
Barre goûter frais au lait et cacao;Sucre;2290;50,3;47,2;157;296;174;0,3;0,9;0,3;1,15;10;8,1;48,4;5,5;4,3;2,52;35,1
Cacahuètes enrobées de chocolat dragéifiées;Sucre;2150;64,6;146;230;117;112;0;64;0;4,09;7,24;9,36;60,5;3,45;2,73;1,23;25,4
Cacao, non sucré, poudre soluble;Sucre;1670;640;376;693;1510;73;2,33;10,9;2,71;6,87;2,9;14,8;39,3;8,45;20,1;2,83;16
Chocolat au lait aux céréales croustillantes, tablette;Sucre;2220;229;58;207;370;155;0,477;2,65;0,488;2,29;23;7,64;58,4;7,94;2,43;0,7;29,2
Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;Sucre;2320;108;89,2;136;579;166;1,26;2,32;0,518;1,12;17;9,05;50,8;1,2;3,09;0,633;34,5
Chocolat au lait, tablette;Sucre;2280;50,9;77,7;230;565;178;0,423;4,24;0,338;0,863;33,7;7,68;56,9;1,3;1,2;0,98;31,6
Chocolat blanc, tablette;Sucre;2300;55;26;230;350;262;0;0,2;0;0,9;0,8;8;57,7;0;0;0,568;32
Chocolat noir à 40% de cacao minimum, à pâtisser ou à croquer, tablette;Sucre;2190;19,1;84,2;168;474;130;0,629;17,1;0,584;1,4;50;4,9;54,9;4,6;7,3;0,03;30,2
Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;Sucre;2370;4,14;206;248;727;60;1,1;10,7;1,4;2,85;10;9,25;33,3;5,3;12,6;0,565;41,9
Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;Sucre;2300;0,005;140;242;500;95;1;11;0,7;1,5;0;6,52;44;0;8,9;0,6;37
Chocolat noir, à 70% cacao, extra, dégustation, sans sucres ajoutés, édulcoré, tablette;Sucre;2740;0,00633;149;233;700;60;1,1;10,7;1,4;2,8;50;7,37;36,8;0;10,1;0,6;43,9
Confiserie au chocolat dragéifiée;Sucre;2120;124;40,5;292;74,9;231;0;12,5;0,8;0,966;7,87;7,09;65;0,942;1,28;1,8;23,8
Pâte à tartiner chocolat et noisette;Sucre;2200;42,7;88;172;482;106;1,23;2,9;0,552;0,999;12,5;6,64;58,2;0,587;4;0,914;28,9
Poudre cacaotée sucrée pour boisson, enrichie;Sucre;1610;3;72;120;1220;34,5;0,77;2,2;1,1;1,8;35;3,5;82,9;2,91;5,3;2;2,63
Germe de blé;Céréale;1600;11,7;256;1030;922;26,7;1,25;8,59;0,396;2,54;0,275;26,4;39,7;23,3;14;6,9;9,05
Levure alimentaire;Céréale;1530;40;170;1300;2460;130;0,4;5;5,3;5,6;0;48;23,7;1,5;13,4;3,6;5,4
Bonbon au caramel, mou;Sucre;1820;182;17,4;77,4;154;95,6;0,1;0,55;0,1;0,3;22,2;2,95;86,5;0;0;1,42;8,04
Bonbon gélifié;Sucre;1540;8,55;1,67;2,5;42,3;5;0,0183;0,265;0,0433;0,03;0,3;6,28;86,9;0;0,5;12,3;0,25
Bonbons, tout type;Sucre;1710;61,4;19,6;7,33;68,3;26,5;0,0658;0,693;0,0596;0,132;6,15;1,86;83,2;0;0,25;7,03;6,92
Chewing0gum, sans sucre;Sucre;919;54,5;93;0;43,5;1190;1,09;5;0,025;0,045;0;0,3;88;0;2,4;3,55;0,4
Chewing0gum, sucré;Sucre;1590;9,67;47;0;10;585;0,195;1,67;0,085;0;0,2;0,133;92;0;1,6;2,87;0,3
Nougat ou touron;Sucre;1890;158;32;124;213;36,7;0,401;1,58;0,189;0,903;0;6,12;71,3;0;1,47;4,78;15,3
Pâte de fruits;Sucre;1340;53,6;39,7;25,1;314;52;0,28;0,627;0,132;1,12;0,885;1,18;71,1;0;4,75;20,2;1,89
Confiture allégée en sucre, tout type;Sucre;764;33;7;12,8;75,8;12,3;0,1;0,1;0,1;0,1;1,5;0,493;43,6;0;1,3;54,2;0,2
Confiture d'abricot;Sucre;983;15,4;5;9,5;114;9,1;0,04;0;0,1;0,0867;1,5;0,3;56,6;2,95;1,44;41,1;0,25
Confiture de cerise;Sucre;1040;21,1;6,2;12;75,6;10,5;0;2;0;0,1;1,5;0,47;59,9;0;1,1;38;0,22
Confiture de fraise;Sucre;1040;15;6,1;9,9;66,8;10,4;0,1;0,1;0,1;0,1;1,45;0,4;60,2;3,77;0,6;37,3;0,34
Confiture de framboise;Sucre;1030;10,7;7,8;13;77,5;10,5;0;0;0;0;0;0,5;58,6;0;1,92;38,4;0,39
Confiture de myrtilles;Sucre;1060;7,4;3,8;7,8;35;8,5;0;0;0;0;0;0,4;60,5;0;2,05;36,7;0,25
Confiture ou Marmelade d'orange;Sucre;1020;12,6;5,9;6;56,7;41,1;0,0207;0,567;0,11;0,08;0,733;0,3;58,7;2,38;1,7;39;0,25
Confiture ou Marmelade, tout type (aliment moyen);Sucre;1020;10,5;3,93;8,77;81,2;12,9;0,0196;0,366;0,0405;0,0488;0,739;0,581;58,6;2,16;1,41;38,7;0,179
Préparation de fruits;Sucre;774;0;0;0;0;0;0;0;0;0;0;0,66;43,4;0;1,91;53,6;0,253
Crème de lait (aliment moyen);Lait;777;39,5;8,77;74,9;132;91,7;0,00026;0,0968;0,00106;0,375;11,8;2,24;2,18;0,0162;0;75,7;18,8
Crème de lait >= 30% MG, fluide, rayon frais;Lait;1290;40;9;71;127;105;0;0;0;0,7;11;2,2;2,57;0;0;61,8;32,4
Crème de lait >= 30% MG, fluide, UHT;Lait;1340;34,1;6,95;58,7;90;66;0,0015;0,0278;0,00575;0,256;7,2;2,11;2,92;0;0;60,2;33,8
Crème de lait légère 15 à 20% MG, fluide, UHT;Lait;691;42;9;77;138;95;0;0,1;0;0,4;12;2,23;2,32;0;0;77,9;16,4
Crème fraîche >= 30% MG, épaisse, rayon frais;Lait;1220;26,7;7,56;64;101;75;0,0032;0,08;0,013;0,243;10,8;2,26;1,46;0,2;0;64,2;31
Crème fraîche légère 15020% MG, épaisse, rayon frais;Lait;794;43,5;9;74,5;118;94,5;0;0,16;0;0,5;10,8;2,9;4,25;0;0;73,7;18
Spécialité à base de crème légère 8% MG, fluide ou épaisse;Lait;450;40;10;80;140;105;0,007;0,04;0,007;0,34;10,6;3,1;4,05;0;0;83;8,7
Bigorneau, cuit;Mer;456;750;310;160;220;130;1,2;10,2;1,7;3,3;80;15,4;8,81;0;0;73;1,2
Bulot ou Buccin, cuit;Mer;418;370;135;114;176;67,8;0,12;1,08;1,32;3,33;114;20,5;2,79;0;0;74,1;0,601
Calmar ou calamar ou encornet, cru;Mer;337;195;42;170;230;15,7;0,015;0,279;0,98;1,17;14;16;0,6;0;0;81,6;1,47
Clam, Praire ou Palourde, cuit à l'eau;Mer;250;47,6;7,7;124;236;53;0,5;15;0,31;1,37;80;6,8;5,7;0;0;84,3;1
Coquille Saint0Jacques, noix et corail, crue;Mer;354;191;51,4;225;388;176;2,4;1,16;0,05;2,91;42,6;17;0,956;0,956;0;79,3;1,31
Coquille Saint0Jacques, noix et corail, cuite;Mer;508;188;58,7;298;340;17,4;1,07;1,25;0,0841;2,84;20;23,2;3,22;0;0;73,1;1,58
Crabe ou Tourteau, cuit à l'eau;Mer;536;402;54,7;343;257;15;0,123;1,6;1,51;4,33;100;19,3;0,5;0;0;71;5,38
Crevette, cuite;Mer;386;691;59,7;159;246;225;0,0726;2,11;0,769;1,76;30;21,4;0;0;0;74,9;0,601
Écrevisse, crue;Mer;311;184;25;236;258;36,3;0,15;2,13;0,44;1,3;100;15,2;1,7;0;0;82,9;0,643
Escargot, cru;Mer;350;138;250;206;364;90;1,2;3,5;0,4;2,15;6;16;2;0;0;79,1;1,2
Fruit de mer (aliment moyen);Mer;396;527;75,2;171;219;122;0,377;3,15;0,924;8,81;91,8;16,5;3,71;0;0;77,3;1,41
Homard, cuit à l'eau;Mer;440;350;34,1;260;260;66,5;0,138;0,8;1,31;2,8;100;22,1;0,3;0;0;74,3;1,6
Huître creuse, crue;Mer;177;580;81,9;94,6;215;74,6;0,471;2,25;1,46;21,3;87,9;6,36;0,795;0;0;87,2;1,5
Langouste, cuite à l'eau;Mer;573;227;51;229;208;63;0,018;1,41;0,415;7,27;65;26,4;3,11;0;0;66,8;1,94
Moule, cuite à l'eau;Mer;483;376;78,9;192;187;69,1;0,244;5,47;0,24;2,88;195;17,1;7,4;0;0;73,3;1,81
Poulpe, cru;Mer;362;136;0;170;230;33;0,02;1,2;0,4;1,7;20;17,9;1,45;0,2;0;82,1;0,9
Seiche, crue;Mer;312;370;0;270;310;59;0,01;3,4;0,59;1,2;21;16,1;0,7;0;0;80,8;0,7
Crème anglaise;Lait;465;64,4;10,1;89;123;101;0;0;0,02;0,6;46;2,76;17,7;1,93;0;75,6;3,17
Crème brûlée;Lait;1250;39,6;7,6;97;104;67,1;0,1;0,8;0,1;0,6;9,75;4,33;16,2;0;0;54,6;24,3
Crème caramel;Lait;574;173;10,9;77;147;92,5;0,00727;0,316;0,0156;0,309;23,7;4,41;23,6;2,12;0,1;68,4;2,67
Crème chantilly sous pression, UHT;Lait;1180;130;11;89;147;101;0,001;0,05;0,01;0,37;11;2,26;9,56;0;0;61,3;26,4
Crème dessert à la vanille, appertisée;Lait;516;66,5;10;80;134;141;0,05;0,8;0,05;0,6;14;3,5;16,7;2,34;0,5;74;4,6
Crème dessert à la vanille, rayon frais;Lait;576;53,1;3,48;81,6;34,1;113;0,1;0,0765;0,1;0,5;1;3,64;19,3;2,7;0,042;71,2;5,05
Crème dessert allégée en matière grasse, rayon frais;Lait;368;78,7;14,7;110;158;130;0,1;0,0898;0;0,268;7,1;3,82;16,2;2,58;0,237;78;0,719
Crème dessert au chocolat, appertisée;Lait;596;57,3;27,9;80;314;98,1;0,19;2,2;0,17;0,75;6,1;3,8;22,9;2,75;1;67,6;3,65
Crème dessert au chocolat, rayon frais;Lait;652;78,8;18,3;96,8;173;116;0,0719;0,326;0,0391;0,17;3,76;4,18;23,8;0,649;0,214;66,2;4,77
Crème dessert aux oeufs ou crème renversée;Lait;736;51,2;6;42;150;98,7;0,1;0,5;0,1;0,7;14,7;4,47;22,8;1,78;0;64,6;7,41
Crème dessert, appertisée (aliment moyen);Lait;558;61,6;19,5;80;229;118;0,124;1,54;0,114;0,68;9,81;3,66;20;2,56;0,765;70,6;4,09
Crème dessert, rayon frais (aliment moyen);Lait;596;66,7;12,7;87,1;120;109;0,0613;0,23;0,0407;0,267;2,69;3,8;21,2;1,27;0,148;64,5;4,62
Crème dessert, rayon frais ou appertisée (aliment moyen);Lait;593;66,4;13,1;86,7;127;109;0,0651;0,309;0,045;0,292;3,12;3,79;21,1;1,35;0,185;64,9;4,59
Crème pâtissière;Lait;500;71;10;124;161;115;0,1;0,64;0,03;0,7;26;2,9;22,8;3;0;72,1;1,7
Ile flottante;Lait;564;62,4;9,1;27,8;121;83,7;0,1;0,45;0,1;0,9;9,85;4,67;20,2;2;0;69,7;3,76
Lait de poule, sans alcool;Lait;389;56;9;90;120;89;0,005;0,3;0,013;0,46;35;3,8;10,2;0;0;81,2;4,1
Lait gélifié aromatisé chocolat, rayon frais;Lait;610;42,9;20;86;220;102;0,1;1,15;0,11;0,55;7,8;3,18;26;0,809;0;66,9;3,1
Lait gélifié aromatisé nappé de caramel, rayon frais;Lait;489;36,6;8,38;76;134;97,3;0,0023;0,06;0,011;0,305;0,9;2,97;21,6;2,13;0,343;72,6;1,88
Milk0shake, tout parfum;Lait;461;76;12,9;109;188;136;0;0,47;0,01;0,45;22;3,5;19,7;0;0,15;73,9;1,8
Viennois ou liégeois, chocolat, café, caramel ou vanille, rayon frais;Lait;649;59,1;26;80;288;87,1;0,15;1,54;0,13;0,39;0,6;3,3;15,9;1,93;0;71,2;8,76
Barre chocolatée glacée;Lait;1480;78,6;25,4;118;54,1;108;0,2;6,72;0,2;0,627;4,55;6,21;38,1;1,27;0,45;33,7;19,6
Clafoutis aux fruits;Lait;892;99,2;13,5;76,2;164;66,6;0,125;0,578;0,0685;0,447;9,45;5;31,1;6,12;0;54,6;7,45
Crème glacée;Lait;770;56,1;28,7;123;176;104;0,144;0,33;0,102;0,378;15;3,58;19,7;0;0,22;65,5;10,1
Crème glacée au chocolat;Lait;799;39,5;29;107;405;109;4;0,915;3,8;0,59;14;4,08;17,5;1,81;4,2;62,5;10,8
Dessert (aliment moyen);Lait;573;65,3;12,3;31,6;143;78,5;0,0666;0,394;0,0406;0,525;4,32;4,14;20,7;3,35;0,588;69,7;3,98
Dessert fermenté au soja, aux fruits, enrichi en vitamines et/ou minéraux, rayon frais;Lait;361;35,1;17,8;86;80;121;0,374;0,505;0,049;0,142;40;3,41;12,8;0,88;0;80,9;2,17
Dessert fermenté au soja, nature, rayon frais;Lait;223;35,1;19;57,3;71,3;60,2;0,263;0,558;0,112;0,185;10;4,27;2,59;0;0;90,1;2,68
Dessert soja aromatisé, rayon frais;Lait;480;56;29,3;72;182;119;0,224;1,77;0,158;0,273;60;2,87;21,3;5,55;0;73,3;1,75
Gâteau de riz nappé de caramel, rayon frais;Lait;616;27,5;6,61;73;84;69,8;0,0529;0,3;0,0376;0,441;2;3,57;25,2;7,37;0,533;66,7;3,31
Gâteau de semoule, appertisé;Lait;599;27,5;7,08;63;93;68,4;0,0529;0,3;0,0376;0,375;2;3,68;24,1;7,43;1;67,5;3,21
Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);Lait;872;49,4;19,6;104;104;115;0,109;2,35;0,103;0,423;8,47;2,95;25,1;0,656;0,458;59,7;10,6
Glace en cornet;Lait;1170;73,3;20,9;86,7;261;98;0;1,7;0;0,567;29;4,15;33,1;11,3;1;46,5;14,2
Glace sur bâtonnet, enrobée de chocolat;Lait;1110;59;14,3;122;38,9;107;0,1;6,33;0,14;0,517;3,63;2,2;31,7;2,07;0,1;49,6;14,2
Mousse à la crème de marrons;Lait;1030;12,6;0;35;0;30,8;0,5;0;0,11;0;5,6;2,31;37,9;5,12;1;49,4;9,06
Mousse au chocolat, rayon frais;Lait;685;68,9;40,2;111;253;103;0,267;3,42;0,231;0,59;13,5;5,34;18,2;1,03;0,25;67,3;7,7
Mousse aux fruits;Lait;625;19,7;7,9;13,8;72,5;60,5;0,1;0,3;0,1;0,3;19;2,59;16,9;3,3;0;73,5;7,85
Omelette norvégienne;Lait;1200;160;15,9;106;131;67,7;0,113;0,463;0,0682;0,318;11,4;4,42;41,2;5,59;0,796;41,5;11,3
Pain perdu;Lait;981;324;14,8;101;117;83,7;0,21;1,34;0,05;0,558;10,2;6,28;31,2;16,7;1,3;51;9
Pêche melba;Lait;500;25,1;10,1;54,9;144;62,3;0,203;0,568;0,0927;0,331;11,2;2,05;18,8;0,571;1,54;73,5;3,62
Poire belle Hélène;Lait;821;15,7;35,3;70,2;176;49,3;0,213;2,43;0,199;0,487;4,16;2,92;23,3;0,606;2,76;60,7;9,57
Profiterole avec glace vanille et sauce chocolat;Lait;871;123;31,2;48;261;82,7;0,1;1;0,4;0,3;30;4,63;24,8;9,82;0,6;58,9;9,9
Riz au lait, rayon frais;Lait;522;46,1;10,9;75;96;66,3;0,1;0,2;0,1;0,4;7,12;3,2;20,7;7,97;0,4;72;3,08
Semoule au lait, rayon frais;Lait;524;42,7;9,63;177;135;84,2;0,0377;0;0,0356;0,388;36,7;3,38;18,6;5,2;3,9;70,3;3,24
Sorbet;Lait;522;13,4;4,2;40;56,1;15,3;0,011;0,14;0,028;0,48;1;0,795;26;0;1,11;69,8;1,55
Tiramisu;Lait;1170;72,3;15,2;288;161;79;0,1;0,9;0,1;0,6;1,6;3,82;37,5;15,2;1,2;44;12,5
Farine de blé tendre ou froment T110;Céréale;1450;1,7;59,3;190;270;30,5;1,95;2,05;0,265;1,65;2,7;11,7;67,2;64,2;6,35;12,5;1,27
Farine de blé tendre ou froment T150;Céréale;1410;14;86,4;323;407;35,8;3;2,76;0,35;2,25;0;11,9;61,6;56,9;11;12,7;1,46
Farine de blé tendre ou froment T55 (pour pains);Céréale;1460;2,9;24,8;106;158;24;0,6;0,89;0,5;0,7;0;11,7;69,3;55,1;3,9;13,9;0,8
Farine de blé tendre ou froment T80;Céréale;1460;2,72;42,4;152;206;25,8;1,2;1,54;0,2;1,2;0;11,4;68,7;64;4,6;13,5;1,09
Farine de sarrasin;Céréale;1470;6;157;226;332;23,8;1,3;2,5;0,5;2,3;0;9,11;70,5;60;4,2;12,3;2,24
Farine de seigle T130;Céréale;1420;6;62,8;233;380;29,9;2;2,05;0,29;1,8;0;9,1;65,9;59,9;10,6;11,8;1,26
Semoule de maïs, sec;Céréale;1480;1,7;35;104;144;1,55;0;0;0;0;0;7,9;74;68;3,2;12,6;1,8
Fromage (aliment moyen);Lait;1460;496;31,1;512;107;689;0,0317;0,236;0,127;3,34;28,8;23,5;0,877;0;0;42,9;28,2
Beaufort;Lait;1630;506;1040;788;118;745;0,03;0,24;0,09;4,75;37,6;26,6;3,71;0;0;34,3;30,3
Comté;Lait;1730;567;43,7;641;116;909;0,03;0,49;0,1;5,12;25,8;28,1;0;0;0;31,5;34
Emmental;Lait;1530;277;44,2;627;94,7;971;0,0235;0,225;0,232;3,99;32,3;28,2;0;0;0;37,5;28,3
Emmental allégé;Lait;1217;255;45;670;110;1073;0,09;0,2;0,09;4,1;32,3;33,2;2;0;0;47;17
Emmental râpé;Lait;1580;206;38,3;634;95,4;1040;0,05;1,5;0,1;4,4;21,4;27,8;0,05;0;0;38,1;30
Fromage à pâte pressée cuite (aliment moyen);Lait;1560;417;202;561;86,5;766;0,0307;0,342;0,151;3,74;37,9;30,2;1,22;0;0;35,8;27,9
Gruyère;Lait;1720;361;39,4;607;73,5;1020;0,0306;0,337;0,221;4,34;32,3;27,2;1,4;0;0;33,3;33,4
Parmesan;Lait;1840;1090;45;810;110;1200;0,1;1,1;0,33;5,3;131;39,4;1,87;0;0;22,7;30,9
Cantal, Salers ou Laguiole;Lait;1540;837;25,7;478;97,8;759;0,04;0,54;0,09;4,1;22,5;24,7;0,184;0;0;40,5;30,3
Cheddar;Lait;1670;670;25;490;77;720;0;0,3;0,03;2,3;39;25,5;0,5;0;0;36;33,4
Edam;Lait;1300;867;39,7;506;106;793;0,0358;0,177;0,0583;3,18;44,2;32,6;0;0;0;43,9;20,5
Fromage à pâte ferme environ 28% MG;Lait;1430;511;33;470;84;758;0,059;0,166;0,086;3,88;17,8;22,2;1,03;0;0;43,8;28,3
Fromage à pâte ferme environ environ 14% MG;Lait;1010;770;31,6;568;76,3;716;0,059;0,208;0,086;4,17;18;28,5;0,8;0;0;53,5;14,2
Fromage à pâte ferme type Maasdam;Lait;1460;382;0;519;81;495;0,1;0,12;0,1;3,06;20;27,1;0;0;0;42,3;27,3
Fromage à pâte ferme, enrobé de cire;Lait;1430;635;29,2;546;74,5;608;0,0144;0,15;0,0297;2,57;27;24,9;0;0;0;43,9;27,4
Fromage des Pyrénées au lait de brebis;Lait;1670;648;35,9;499;71,9;788;0,1;0,3;0,1;2,4;124;24,5;1,15;0;0;36,9;33,6
Fromage des Pyrénées au lait de vache;Lait;1560;779;23,5;407;77,5;623;0;0,37;0,05;3,68;36,5;22,4;4,38;0;0;41,1;30,1
Gouda;Lait;1510;747;28,9;500;94,7;736;0;0,26;0,085;3,86;31,4;24;0;0;0;38,6;29,9
Mimolette;Lait;1370;1110;37,1;508;103;860;0,03;0,11;0,07;3,1;0;24,9;0;0;0;40,3;25,7
Morbier;Lait;1440;990;30;520;100;760;0,04;0;0,06;7;20;23,6;3,14;0;0;42,3;26,9
Port0Salut;Lait;1370;534;24;360;136;650;0,011;0,43;0,022;2,6;20;23,8;0,57;0;0;48,7;26,1
Raclette (fromage);Lait;1520;643;24,5;460;75,9;661;0,1;0;0,06;3;20;25;0,687;0;0;41,1;29,6
Saint0Nectaire;Lait;1410;328;24;227;83,8;519;0,07;0,335;0,0667;2,83;32,8;24,4;0,228;0;0;42,3;26,9
Saint0Paulin;Lait;1530;722;26,9;428;73,6;705;0,05;0,31;0,09;4,42;22,3;23,5;0,9;0;0;42,8;30,4
Tomme;Lait;1420;697;33,8;478;130;869;0,0222;0;0,11;4,36;20;28,6;0;0;0;41,8;25,6
Tomme de montagne ou Tomme de Savoie;Lait;1490;807;24,9;460;90;626;0,02;0,2;0,05;3,76;20;22,6;0,234;0;0;42,1;30,1
Brie;Lait;1400;645;18,2;249;155;367;0,1;0,625;0,075;2,58;22,8;19,6;2,2;0;0;48,9;27,9
Camembert au lait cru;Lait;1110;670;21,3;261;91,2;245;0,1;0,4;0,1;2,5;19,4;20,4;1,22;0;0;55,4;20,2
Camembert environ 20% MG;Lait;1120;581;17,9;349;140;463;0,0132;0,295;0,042;2,56;20,3;22,4;0,376;0;0;54,1;20
Camembert et apparentés environ 26% MG;Lait;1300;570;20;400;97,8;490;0,048;0,18;0,07;2,38;17,4;19,5;0,2;0;0;50,5;26,2
Carré de l'Est;Lait;1240;1100;20;350;140;450;0,02;0;0,06;6;21;21;0;0;0;54,5;24
Chaource;Lait;1130;792;8;137;92;0;0,02;0,12;0,06;2,5;21;17,4;1,35;0;0;56;22
Coulommiers;Lait;1210;506;21,6;185;165;453;0;0,23;0,07;3,28;30;19,4;0;0;0;54,5;24
Fromage à pâte molle double crème;Lait;1470;596;7;286;112;211;0,1;0,19;0,1;1,5;18,6;16,7;2,5;0,3;0;48,3;30,9
Fromage à pâte molle et croûte lavée (aliment moyen);Lait;1360;540;27,7;378;101;592;0,0137;0,185;0,0548;4,46;39,8;21,9;0,979;0;0;48,5;26,5
Fromage à pâte molle triple crème;Lait;1600;472;6;140;119;415;0,035;0,3;0,07;0,54;18,6;9,6;2,5;0;0;48;37,7
Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Ste0Maure);Lait;1360;504;16,2;208;230;125;0;0,308;0,11;0,555;30,9;20,9;1,17;0;0;49,9;26,9
Fromage de chèvre lactique affiné, au lait pasteurisé ou cru (type Bûchette, Crottin, Picodon, Ste0Maure);Lait;1360;504;15,2;206;176;122;0;0,281;0,17;0,585;31,3;20,8;2;0;0;49,1;26,4
"Fromage de chèvre type ""camembert"" (chèvre0boîte ou brique), au lait pasteurisé ou cru";Lait;1190;418;29,4;295;153;464;0;0,349;0,06;2,18;26,7;19,3;0,342;0;0;52,7;23,3
Fromage type camembert envron 10% MG;Lait;789;567;22;401;151;269;0,048;0,19;0,09;2,59;17,4;24,2;0;0;0;63;10,4
Langres;Lait;1210;547;20;297;128;188;0;0,136;0,07;6;31,5;17,2;0,68;0;0;55,1;24,6
Livarot;Lait;1230;744;19,7;454;115;654;0,05;0,37;0,11;5,57;37,3;22,5;4,85;0;0;48,5;20,7
Maroilles;Lait;1450;933;40;312;130;335;0,02;0;0,07;9;23,7;28,2;0;0;0;42,4;26,4
Munster;Lait;1410;682;16,8;240;113;350;0;0,37;0,07;3,16;30,8;23,4;1,12;0;0;48,5;27
Neufchâtel;Lait;1060;334;10;138;152;117;0,011;0,13;0,027;0,82;23,5;9,15;3,49;0;0;63,1;22,8
Pont l'Évêque;Lait;1180;701;17,8;461;122;478;0;0,37;0,05;4,28;36,1;21;0;0;0;53,2;22,4
Reblochon;Lait;1370;477;20,2;324;104;493;0;0,32;0,11;4,44;19,8;20,8;0,094;0;0;47,7;27,6
Rouy;Lait;1390;484;33,7;446;86,1;703;0,02;0,25;0,04;4;48,8;22,5;1;0;0;46,5;27
Saint0Marcellin;Lait;1170;1520;10,3;447;187;107;0,02;2,74;0,07;0,85;21;12,7;1,01;0;0;58,1;25,4
Vacherin Mont d'Or;Lait;1190;450;30;430;120;700;0,02;0;0,07;8;30;17,6;0,671;0;0;54,1;24
Fourme d'Ambert;Lait;1470;921;16;1040;111;443;0,02;0,36;0,11;3,37;27;19,8;4,14;0;0;42,9;28,5
Fromage bleu au lait de vache;Lait;1430;1260;27;367;121;543;0,1;0,2;0,08;2;9;18,6;0,9;0;0;47,8;29,4
Fromage bleu d'Auvergne;Lait;1410;1230;18,1;301;112;563;0,1;0,3;0,07;2,68;27,2;19,7;1,4;0;0;45,3;28,4
Fromage bleu de Bresse;Lait;1440;551;17;320;123;434;0,1;0;0,1;2,5;48;17,9;3;0;0;51,1;29,3
Gorgonzola;Lait;1490;1450;0;356;138;612;0,02;0,3;0,1;2,5;18;19,4;0,1;0;0;42,4;31,2
Roquefort;Lait;1550;1560;29,5;572;110;601;0,019;0,315;0,0774;2,53;52,3;19,1;1,78;0;0;40,3;32,1
Fromage blanc battu 0% MG aux fruits, allégé en sucre, édulcoré;Lait;209;18,3;11;115;56,3;100;0,005;0,12;0,01;0,5;10;6,6;5,22;0;0;84,3;0
Fromage blanc battu 0% MG nature;Lait;193;42,1;11,7;102;124;118;0,005;0,16;0,01;0,49;10;7,4;4;0;0;86,8;0,18
Fromage blanc battu au lait demi0écrémé nature;Lait;317;29,2;10,2;113;80,5;111;0,0024;0,13;0,00995;0,516;14,5;7,54;3,68;0;0;84,5;3,22
Fromage blanc battu au lait entier nature;Lait;481;32,7;10,2;102;101;113;0,00385;0,08;0,0308;0,41;18,8;6,8;3,47;0;0;81,3;8,11
Fromage blanc battu au lait partiellement écrémé nature;Lait;465;0;0;0;0;105;0,004;0;0,03;0,4;10;10,3;3;0;0;78,8;6,3
